country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Afghanistan,AFG,Asia,38928341,cases,0,202001,,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202002,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202003,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202004,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202005,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202006,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202007,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202008,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1,202009,0.002568823,1,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,3,202010,0.01027529,4,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,12,202011,0.038532338,16,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,18,202012,0.077064676,34,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,80,202013,0.251744609,114,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,185,202014,0.680737974,299,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,308,202015,1.266429515,607,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,389,202016,1.790469314,996,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,535,202017,2.373592032,1531,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1173,202018,4.387548907,2704,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1698,202019,7.375089527,4402,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,2262,202020,10.17253728,6664,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,3918,202021,15.87532333,10582,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,4623,202022,21.94031336,15205,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,5137,202023,25.07170804,20342,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,4424,202024,24.56051235,24766,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,4067,202025,21.81187223,28833,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,2134,202026,15.9292686,30967,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1984,202027,10.57841124,32951,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1500,202028,8.949777747,34451,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1024,202029,6.483708104,35475,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,788,202030,4.654706452,36263,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,447,202031,3.172495843,36710,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,344,202032,2.031938633,37054,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,542,202033,2.275976775,37596,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,403,202034,2.427537305,37999,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,163,202035,1.45395356,38162,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,236,202036,1.024960195,38398,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,318,202037,1.42312769,38716,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,328,202038,1.659459364,39044,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,183,202039,1.31266832,39227,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,114,202040,0.762940296,39341,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,458,202041,1.469366496,39799,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,401,202042,2.206618566,40200,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,633,202043,2.656162512,40833,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,800,202044,3.681122707,41633,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,606,202045,3.611764498,42239,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1164,202046,4.546815905,43403,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1368,202047,6.504258684,44771,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1073,202048,6.270495832,45844,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1672,202049,7.051417886,47516,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1757,202050,8.808492507,49273,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,740,202051,6.414349895,50013,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1994,202052,7.023160838,52007,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,902,202053,7.43931009,52909,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,675,202101,4.051033153,53584,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,557,202102,3.164789375,54141,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,713,202103,3.262404632,54854,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,267,202104,2.517446094,55121,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,238,202105,1.297255385,55359,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,155,202106,1.00954726,55514,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,0,202107,0.398167494,55514,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,245,202108,0.629361524,55759,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,117,202109,0.929913761,55876,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,119,202110,0.606242121,55995,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,182,202111,0.773215586,56177,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,117,202112,0.768077941,56294,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,485,202113,1.546431172,56779,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,474,202114,2.463500821,57253,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,645,202115,2.874512428,57898,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1117,202116,4.526265324,59015,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1555,202117,6.86389384,60570,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1272,202118,7.262061335,61842,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1757,202119,7.780963489,63599,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,2676,202120,11.38759034,66275,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,6706,202121,24.10069312,72981,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,7860,202122,37.41746919,80841,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,10627,202123,47.48982239,91468,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,14281,202124,63.98423195,105749,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,10002,202125,62.37871786,115751,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,11714,202126,55.78455039,127465,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,6113,202127,45.79439951,133578,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,8836,202128,38.40132823,142414,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,2594,202129,29.36164169,145008,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,3564,202130,15.81880923,148572,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,2441,202131,15.42577938,151013,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,1350,202132,9.738406268,152363,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,220,202133,4.033051396,152583,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,637,202134,2.201480921,153220,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,203,202135,2.157810938,153423,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,757,202136,2.466069643,154180,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,532,202137,3.31121226,154712,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,381,202138,2.345334984,155093,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,194,202139,1.477072963,155287,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,253,202140,1.148263678,155540,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,223,202141,1.222759531,155763,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,222,202142,1.143126033,155985,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,299,202143,1.338356546,156284,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,113,202144,1.058354889,156397,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,252,202145,0.937620229,156649,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,366,202146,1.587532333,157015,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,245,202147,1.569550575,157260,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,205,202148,1.155970145,157465,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,183,202149,0.996703147,157648,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,149,202150,0.852849085,157797,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,cases,,202152,0.922207294,158156,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202001,,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202002,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202003,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202004,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202005,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202006,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202007,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202008,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202009,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202010,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202011,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202012,0,0,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,4,202013,0.102752902,4,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,3,202014,0.179817578,7,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,11,202015,0.359635156,18,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202016,0.667893862,33,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,24,202017,1.001840793,57,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,28,202018,1.335787723,85,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,35,202019,1.618358203,120,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,49,202020,2.157810938,169,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,49,202021,2.517446094,218,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,39,202022,2.26056384,257,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,100,202023,3.570663338,357,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,114,202024,5.497280246,471,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,110,202025,5.754162501,581,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,140,202026,6.422056362,721,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,143,202027,7.269767802,864,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,146,202028,7.423897155,1010,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,171,202029,8.143167468,1181,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,88,202030,6.653250392,1269,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202031,2.645887221,1284,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,28,202032,1.104593694,1312,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,63,202033,2.337628516,1375,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,12,202034,1.926616909,1387,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202035,0.693582087,1402,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,10,202036,0.642205636,1412,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,8,202037,0.462388058,1420,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,21,202038,0.744958538,1441,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,12,202039,0.84771144,1453,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,9,202040,0.539452734,1462,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202041,0.616517411,1477,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202042,0.770646763,1492,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,22,202043,0.950464342,1514,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,27,202044,1.258723047,1541,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,24,202045,1.310099498,1565,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,61,202046,2.183499163,1626,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,69,202047,3.339469308,1695,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,68,202048,3.519286887,1763,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,137,202049,5.266086217,1900,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,71,202050,5.343150894,1971,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,111,202051,4.675257032,2082,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,88,202052,5.111956865,2170,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,60,202053,3.801857367,2230,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,71,202101,3.365157534,2301,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,45,202102,2.979834152,2346,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,43,202103,2.26056384,2389,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,16,202104,1.515605302,2405,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,8,202105,0.616517411,2413,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,14,202106,0.56514096,2427,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,0,202107,0.359635156,2427,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,19,202108,0.488076284,2446,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,5,202109,0.616517411,2451,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,9,202110,0.359635156,2460,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,6,202111,0.385323382,2466,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,4,202112,0.256882254,2470,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,42,202113,1.181658371,2512,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,18,202114,1.541293527,2530,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,16,202115,0.873399665,2546,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,46,202116,1.592669978,2592,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,56,202117,2.620198996,2648,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,38,202118,2.414693192,2686,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,68,202119,2.722951898,2754,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,58,202120,3.236716407,2812,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,162,202121,5.651409599,2974,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,213,202122,9.633084544,3187,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,425,202123,16.38908784,3612,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,681,202124,28.41117735,4293,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,437,202125,28.71943605,4730,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,630,202126,27.40933656,5360,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,364,202127,25.5340961,5724,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,542,202128,23.27353226,6266,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,249,202129,20.31938633,6515,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,289,202130,13.82026529,6804,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,157,202131,11.45694855,6961,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,82,202132,6.139485883,7043,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,33,202133,2.954145927,7076,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,42,202134,1.926616909,7118,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,14,202135,1.438540625,7132,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,39,202136,1.361475949,7171,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,20,202137,1.515605302,7191,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,10,202138,0.770646763,7201,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,11,202139,0.539452734,7212,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,16,202140,0.693582087,7228,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202141,0.796334989,7243,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,14,202142,0.744958538,7257,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,24,202143,0.976152567,7281,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,9,202144,0.84771144,7290,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,5,202145,0.359635156,7295,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,10,202146,0.385323382,7305,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,3,202147,0.333946931,7308,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,5,202148,0.205505804,7313,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,15,202149,0.513764509,7328,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,7,202150,0.56514096,7335,Epidemic intelligence national data,
Afghanistan,AFG,Asia,38928341,deaths,,202152,0.667893862,7361,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202001,,0,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202002,0,0,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202003,0,0,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202004,0,0,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202005,0,0,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202006,0,0,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,1,202007,0.000283829,1,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,0,202008,0.000283829,1,Epidemic intelligence national data,
Africa (total),,Africa,352325033,cases,5,202009,0.001419144,6,Epidemic intelligence national data,
Africa (total),,Africa,438179587,cases,69,202010,0.016888053,75,Epidemic intelligence national data,
Africa (total),,Africa,927809342,cases,248,202011,0.034166502,323,Epidemic intelligence national data,
Africa (total),,Africa,1253962389,cases,1066,202012,0.104787832,1389,Epidemic intelligence national data,
Africa (total),,Africa,1283052508,cases,3240,202013,0.335605906,4629,Epidemic intelligence national data,
Africa (total),,Africa,1335595583,cases,4546,202014,0.582960898,9175,Epidemic intelligence national data,
Africa (total),,Africa,1335814744,cases,5347,202015,0.740596707,14522,Epidemic intelligence national data,
Africa (total),,Africa,1335814744,cases,7781,202016,0.982771006,22303,Epidemic intelligence national data,
Africa (total),,Africa,1336412074,cases,9445,202017,1.288973688,31748,Epidemic intelligence national data,
Africa (total),,Africa,1337281669,cases,12687,202018,1.654999131,44435,Epidemic intelligence national data,
Africa (total),,Africa,1337281669,cases,18956,202019,2.366218033,63391,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,21425,202020,3.014803556,84816,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,27093,202021,3.622303532,111909,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,35087,202022,4.642294275,146996,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,42602,202023,5.800180121,189598,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,53527,202024,7.176891385,243125,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,62942,202025,8.695454678,306067,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,76663,202026,10.42276443,382730,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,95341,202027,12.84164015,478071,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,117490,202028,15.8897416,595561,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,126318,202029,18.20245228,721879,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,125799,202030,18.82279359,847678,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,110152,202031,17.61585681,957830,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,90991,202032,15.01712765,1048821,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,70758,202033,12.07601249,1119579,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,68608,202034,10.40492094,1188187,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,57998,202035,9.452272579,1246185,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,53958,202036,8.358518781,1300143,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,53884,202037,8.051371811,1354027,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,54413,202038,8.085341638,1408440,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,52596,202039,7.989180895,1461036,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,55870,202040,8.097959003,1516906,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,62404,202041,8.830214105,1579310,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,67552,202042,9.702380103,1646862,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,72041,202043,10.42186852,1718903,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,77845,202044,11.19033322,1796748,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,86811,202045,12.29304609,1883559,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,92722,202046,13.40374748,1976281,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,90435,202047,13.67431156,2066716,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,97447,202048,14.02707515,2164163,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,98997,202049,14.66630519,2263160,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,117838,202050,16.18867609,2380998,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,130951,202051,18.57432857,2511949,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,162438,202052,21.90411829,2674387,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,158366,202053,23.95089374,2832753,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,227221,202101,28.78752529,3059974,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,203631,202102,32.16696322,3263605,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,183817,202103,28.92646562,3447422,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,132387,202104,23.60746251,3579809,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,93372,202105,16.85493267,3673181,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,81145,202106,13.02925812,3754326,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,81305,202107,12.12834842,3835631,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,62559,202108,10.74073695,3898190,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,72180,202109,10.05947392,3970370,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,66346,202110,10.34220741,4036716,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,71880,202111,10.31980972,4108596,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,77860,202112,11.17943301,4186456,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,82232,202113,11.95230259,4268688,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,78125,202114,11.97208721,4346813,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,84826,202115,12.16575256,4431639,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,77167,202116,12.09422928,4508806,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,62983,202117,10.46345356,4571789,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,63030,202118,9.407999814,4634819,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,60313,202119,9.208660385,4695132,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,66329,202120,9.454960302,4761461,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,74185,202121,10.49062943,4835646,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,92793,202122,12.4664042,4928439,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,120278,202123,15.90765975,5048717,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,164198,202124,21.23868295,5212915,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,212000,202125,28.08655229,5424915,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,251170,202126,34.57979156,5676085,Epidemic intelligence national data,
Africa (total),,Africa,1339423921,cases,285963,202127,40.10179239,5962048,Epidemic intelligence national data,
